,date,daily_return
170,2018-09-05,-0.0009278955804859024
171,2018-09-06,0.001001004052561931
172,2018-09-07,-0.0027435719818692324
173,2018-09-10,0.0026691854724944703
174,2018-09-11,0.0018222455063243229
175,2018-09-12,0.0010895567051434434
176,2018-09-13,0.007507734702823502
177,2018-09-14,-0.002136473693185242
178,2018-09-17,-0.002476687663532604
179,2018-09-18,0.0058138758587653674
180,2018-09-19,0.001873315594769869
181,2018-09-20,0.011338746897913692
182,2018-09-21,0.002508248899043475
183,2018-09-24,-0.006790597200030463
184,2018-09-25,-0.002630889472327456
185,2018-09-26,-0.0027169705444682743
186,2018-09-27,0.0037885689135340726
187,2018-09-28,0.0003317845903997641
188,2018-10-01,0.003771554275107057
189,2018-10-02,0.003891288425764272
190,2018-10-03,0.00026253400203591666
191,2018-10-04,-0.009064259324631254
192,2018-10-05,-0.00603633500319984
193,2018-10-08,0.0002966416286138431
194,2018-10-09,-0.001361600523228204
195,2018-10-10,-0.031059470407992736
196,2018-10-11,-0.021046744962931286
197,2018-10-12,0.01505444430694844
198,2018-10-15,-0.004607363698853598
199,2018-10-16,0.023927867733385705
200,2018-10-17,-0.00240701783636765
201,2018-10-18,-0.013220735542511228
202,2018-10-19,0.0037546924840745457
203,2018-10-22,-0.0026575621136950456
204,2018-10-23,-0.004967278424876032
205,2018-10-24,-0.0247607056169065
206,2018-10-25,0.018026351742973717
207,2018-10-26,-0.010197134947052626
208,2018-10-29,-0.005921564380688497
209,2018-10-30,0.017381302416288016
210,2018-10-31,0.008211713608629522
211,2018-11-01,0.006717066516314258
212,2018-11-02,-0.0027905497770122287
213,2018-11-05,0.008271087398694582
214,2018-11-06,0.004773584757630581
215,2018-11-07,0.02186258255597221
216,2018-11-08,0.0010098413888108592
217,2018-11-09,-0.005896989994940628
218,2018-11-12,-0.01870828933677963
219,2018-11-13,-0.0006755579023977527
220,2018-11-14,-0.006515031190962421
221,2018-11-15,0.007131433161955132
222,2018-11-16,0.004393486768821936
223,2018-11-19,-0.011937305047273224
224,2018-11-20,-0.019703257693562105
225,2018-11-21,0.0008018682443788263
226,2018-11-23,-0.007101056955335792
227,2018-11-26,0.013995937635903418
228,2018-11-27,0.0075904256474694605
229,2018-11-28,0.02714911588181987
230,2018-11-29,-0.0035772392506274193
231,2018-11-30,0.013924208865989511
232,2018-12-03,0.007792829019098856
233,2018-12-04,-0.02998164135309029
234,2018-12-06,0.0009538382635472922
235,2018-12-07,-0.022260347332873142
236,2018-12-10,0.0038593614892451743
237,2018-12-11,3.0495067796804844e-05
238,2018-12-12,0.0043608166192033015
239,2018-12-13,0.003224159571479342
240,2018-12-14,-0.019762958584370834
241,2018-12-17,-0.020996318705389625
242,2018-12-18,0.0021875184099868048
243,2018-12-19,-0.012659291367060618
244,2018-12-20,-0.017868911728373457
245,2018-12-21,-0.016294991047047715
246,2018-12-24,-0.028661991735290902
247,2018-12-26,0.05061282281894947
248,2018-12-27,0.012865926572774161
249,2018-12-28,-0.0020382626219514217
250,2018-12-31,0.011308368016709426
